ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Gallery,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta: _custom_type,Meta: _material,Meta: _color,Meta: _size,Meta: _style
38,simple,2024-uk-full-sovereign-mini-box-of-125-gold-coins,2024 UK Full Sovereign Mini Box of 125 Gold Coins,1,0,visible,"This 2024 UK Full Sovereign Gold Coin Bullion Bundle consists of 125 new sovereign coins supplied in a Peli 1030 Protective Microcase.Each 2024 Gold Sovereign features Benedetto Pistrucci's iconic St George and the Dragon design, as featured on the first sovereign struck in 1817.The obverse of the coin bears the uncrowned portrait of King Charles III, designed by sculptor Martin Jennings.Total coin weight: 997.50 grams.Struck in 916.7 (22ct) gold.Manufactured by The Royal Mint in Llantrisant, South Wales.Struck to a bullion finish.VAT free and Capital Gains Tax exempt.Dimensions: Diameter: 22.05mm. Thickness: 1.52mm.Supplied in Royal Mint tubes and stored in a 1030 Peli case.Other InformationThe gold sovereign is one of Britain's most famous coins, and the first of which was minted in 1489 at the behest of King Henry VII. The modern Sovereign featuring Benedetto Pistrucci's 'St George and the Dragon' reverse design was first struck in 1817. Due to its long history, the UK Sovereign coin is the flagship coin of The Royal Mint. A triumph of numismatic art, many consider The Sovereign the ‘chief coin of the world’.As an official partner of The Royal Mint, we purchase these coins directly from The Royal Mint in Llantrisant, South Wales.","Code

aubun24009                


Metal


                            Gold
                        



Product Type

Coin                


Weight

997.50                


Country

United Kingdom                


Manufacturer

The Royal Mint                            




Year

2024                


Fine Content

915.00                


Condition

New                


Fineness

916.7                


Finish

Bullion                


Face Value

£1                


Diameter

22.05mm                


Thickness

1.52mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/aubun24009/png-aubun24009_1/2024-uk-full-sovereign-mini-box-of-125-gold-coins.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/aubun24009/png-aubun24009_1/2024-uk-full-sovereign-mini-box-of-125-gold-coins.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
39,simple,2024-uk-full-sovereign-midi-box-of-250-gold-coins,2024 UK Full Sovereign Midi Box of 250 Gold Coins,1,0,visible,"This 2024 UK Full Sovereign Gold Coin Bullion Bundle consists of 250 new sovereign coins supplied in a Peli 1060 Protective Microcase.Each 2024 Gold Sovereign features Benedetto Pistrucci's iconic St George and the Dragon design, as featured on the first sovereign struck in 1817.The obverse of the coin bears the uncrowned portrait of King Charles III, designed by sculptor Martin Jennings.Total coin weight: 1,995 grams.Struck in 916.7 (22ct) gold.Manufactured by The Royal Mint in Llantrisant, South Wales.Struck to a bullion finish.VAT free and Capital Gains Tax exempt.Dimensions: Diameter: 22.05mm. Thickness: 1.52mm.Supplied in Royal Mint tubes and stored in a 1060 Peli case.Other InformationThe gold sovereign is one of Britain's most famous coins, and the first of which was minted in 1489 at the behest of King Henry VII. The modern Sovereign featuring Benedetto Pistrucci's 'St George and the Dragon' reverse design was first struck in 1817. Due to its long history, the UK Sovereign coin is the flagship coin of The Royal Mint. A triumph of numismatic art, many consider The Sovereign the ‘chief coin of the world’.As an official partner of The Royal Mint, we purchase these coins directly from The Royal Mint in Llantrisant, South Wales.","Code

aubun24008                


Metal


                            Gold
                        



Product Type

Coin                


Weight

1,995.00                


Country

United Kingdom                


Manufacturer

The Royal Mint                            




Year

2024                


Fine Content

1,828.81                


Condition

New                


Fineness

916.7                


Finish

Bullion                


Face Value

£1                


Diameter

22.05mm                


Thickness

1.52mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/aubun24008/png-aubun24008_1/2024-uk-full-sovereign-midi-box-of-250-gold-coins.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/aubun24008/png-aubun24008_1/2024-uk-full-sovereign-midi-box-of-250-gold-coins.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
40,simple,2024-uk-britannia-1-4oz-gold-coin,2024 UK Britannia 1/4oz Gold Coin,1,0,visible,"The reverse of the 2024 UK Britannia 1/4oz Gold Coin features the internationally recognised portrait of Britannia. The design was created by Philip Nathan and is exclusive to The Royal Mint. In recent years, the Britannia has also incorporated new security features to the traditional design, including: a laser engraved wave pattern and latent image marker, tincture lines, and a micro-text feature, making the coin much more difficult to duplicate.The obverse of the coin bears the uncrowned portrait of King Charles III designed by sculptor Martin Jennings, along with the coin's monetary denomination of 25 pounds.Contains 1/4 Troy Ounce of 999.9 fine gold.Minted by The Royal Mint in Llantrisant, South Wales.Struck to a bullion finish.VAT free and Capital Gains Tax exempt.Dimensions - Diameter: 22.00mm, Thickness: 1.63mm.Coin edge is reeded and the alignment is horizontal. Orders in multiples of 25 will be supplied in original tubes from The Royal Mint.Other Information:Britannia gold coins are British bullion coins issued by The Royal Mint since 1987. As of 2013, Britannia gold coins have been produced in 24ct, a fineness of 999.9.Only The Royal Mint has the trademark to produce genuine Britannia coins. Britannia is the feminine personification of Britain, she is renowned for her beauty and symbolises Britain's strength and integrity, and is an enduring icon that has been used in the UK for over 2,000 years.As an official partner of The Royal Mint, we purchase these coins direct from The Royal Mint in Llantrisant, South Wales.UK Government assurance of weight and purity.This coin fits the 22.50mm coin capsule as featured below.","Code

auco23496                


Metal


                            Gold
                        



Product Type

Coin                


Weight

7.77                


Country

United Kingdom                


Manufacturer

The Royal Mint                            




Year

2024                


Fine Content

7.77                


Condition

New                


Fineness

999.9                


Finish

Bullion                


Face Value

£25                


Diameter

22.00mm                


Thickness

1.63mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco23496/png-auco23496_1/2024-uk-britannia-14oz-gold-coin.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco23496/png-auco23496_1/2024-uk-britannia-14oz-gold-coin.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
41,simple,2024-uk-full-and-half-sovereign-gold-coin-collection,2024 UK Full and Half Sovereign Gold Coin Collection,1,0,visible,"This collection contains a 2024 UK Full Sovereign and a 2024 UK Half Sovereign Gold Coin.Each 2024 Gold Sovereign features Benedetto Pistrucci's iconic St George and the Dragon design, as featured on the first sovereign struck in 1817.The obverse of each coin bears the uncrowned portrait of King Charles III, designed by sculptor Martin Jennings.Total coin weight: 11.97 grams.Struck in 916.7 (22ct) gold.Manufactured by The Royal Mint in Llantrisant, South Wales.Struck to a bullion finish.VAT free and Capital Gains Tax exempt.Supplied in plastic coin flips.One of each coin supplied.Other InformationThe gold sovereign is one of Britain's most famous coins, and the first of which was minted in 1489 at the behest of King Henry VII. The modern Sovereign featuring Benedetto Pistrucci's 'St George and the Dragon' reverse design was first struck in 1817. Due to its long history, the UK Sovereign coin is the flagship coin of The Royal Mint. A triumph of numismatic art, many consider The Sovereign the ‘chief coin of the world’.As an official partner of The Royal Mint, we purchase these coins directly from The Royal Mint in Llantrisant, South Wales.","Code

aubun24006                


Metal


                            Gold
                        



Product Type

Coin                


Weight

11.97                


Country

United Kingdom                


Manufacturer

The Royal Mint                            




Year

2024                


Fine Content

10.97                


Condition

New                


Fineness

916.7                


Finish

Bullion",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/aubun24006/png-aubun24006_1/2024-uk-full-and-half-sovereign-gold-coin-collection.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/aubun24006/png-aubun24006_1/2024-uk-full-and-half-sovereign-gold-coin-collection.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
42,simple,pre-owned-victorian-veiled-head-full-sovereign-coin-mixed-dates,Pre-Owned Victorian Veiled Head Full Sovereign Coin - Mixed Dates,1,0,visible,"The Pre-Owned Victorian Veiled Head Full Sovereign Coin features Benedetto Pistrucci's iconic St George and the Dragon reverse design. The year-date also features.The obverse of the coin bears the 'Veiled Head' portrait of Queen Victoria, also known as the 'Old Head' portrait, designed by Sir Thomas Brock RA.Weighs 7.98g and is struck in 22ct gold, equalling 7.32g of Fine Gold Content.Minted by The Royal Mint.Struck to Bullion Standard.VAT free and Capital Gains Tax Exempt.Dimensions: Diameter: 22.05mm Thickness: 1.52mm.Mixed dates.Other Information: Many believe that the 'Veiled Head' portrait of Queen Victoria shows the queen in mourning for her husband Prince Albert, who died in 1861. Following her husband's death, Queen Victoria wore traditional black mourning clothes for the rest of her life.The gold sovereign is one of Britain’s most famous coins, the first of which was minted in 1489 by King Henry VII. Due to its long history, the Sovereign is considered by many as the flagship coin of The Royal Mint.These coins are mixed years and may carry different mint marks. Please note; when ordering quantities of this coin we cannot guarantee that all coins will be different dates/mint marks. We will do our best to send as many different dates/mint marks, but this may not always be possible. We cannot guarantee which of these dates you will receive.The photographs show the type of coin you will receive, not the exact item.","Code

auco20189                


Metal


                            Gold
                        



Product Type

Coin                


Weight

7.98                


Country

United Kingdom                


Manufacturer

The Royal Mint                            




Fine Content

7.32                


Condition

Used                


Fineness

916.7                


Finish

Bullion                


Diameter

22.05mm                


Thickness

1.52mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco20189/png-auco20189_1_3/preowned-victorian-veiled-head-full-sovereign-coin--mixed-dates.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco20189/png-auco20189_1_3/preowned-victorian-veiled-head-full-sovereign-coin--mixed-dates.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
43,simple,pre-owned-victorian-young-head-full-sovereign-coin-mixed-dates,Pre-Owned Victorian 'Young Head' Full Sovereign Coin - Mixed Dates,1,0,visible,"The Pre-Owned Victorian 'Young Head' Full Sovereign Coin features Benedetto Pistrucci's iconic reverse design depicting St George and the Dragon. The year of the coin also features.The obverse of the coin depicts the 'Young Head' portrait of Queen Victoria by William Wyon RA. Coins were minted at the London, Melbourne and Sydney Mints.Weighs 7.98g and is struck in 22ct gold, equalling 7.32g of Fine Gold Content.Minted by The Royal Mint.Struck to Bullion Standard.VAT free and Capital Gains Tax Exempt.Dimensions: Diameter: 22.05mm Thickness: 1.52mm.Mixed dates.Other Information:The gold sovereign is one of Britain’s most famous coins, the first of which was minted in 1489 by King Henry VII. Due to its long history, the Sovereign is considered by many as the flagship coin of The Royal Mint.These coins are mixed years between 1871-1887 and may carry different mint marks. Please note; when ordering quantities of this coin we cannot guarantee that all coins will be different dates/mint marks. We will do our best to send as many different dates/mint marks, but this may not always be possible. We cannot guarantee which of these dates you will receive.The photographs show the type of coin you will receive, not the exact item.","Code

auco1947                


Metal


                            Gold
                        



Product Type

Coin                


Weight

7.98                


Country

United Kingdom                


Manufacturer

The Royal Mint                            




Fine Content

7.32                


Condition

Used                


Fineness

916.7                


Finish

Bullion                


Face Value

£1                


Diameter

22.05mm                


Thickness

1.52mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco1947/png-auco1947_1_2/preowned-victorian-young-head-full-sovereign-coin--mixed-dates.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco1947/png-auco1947_1_2/preowned-victorian-young-head-full-sovereign-coin--mixed-dates.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
44,simple,pre-owned-victoria-jubilee-head-full-sovereign-gold-coin-mixed-dates,Pre-Owned Victoria Jubilee Head Full Sovereign Gold Coin - Mixed Dates,1,0,visible,"The Pre-Owned Victoria Jubilee Head Full Sovereigns each feature Benedetto Pistrucci's iconic reverse design depicting St George and the Dragon. The year-date of the coin also features.The obverse of the coin depicts the second portrait of Queen Victoria, also known as the 'Jubilee Head' portrait, created by Sir Joseph Edgar Boehm.Each coin weighs 7.98g and is struck in 22ct gold, equaling 7.32g of Fine Gold Content.Minted by The Royal Mint.Struck to Bullion Standard.VAT free and Capital Gains Tax Exempt.Dimensions: Diameter: 22.05mm Thickness: 1.52mm.Mixed dates.Other InformationThe 'Jubilee Head' portrait was created to celebrate the Golden Jubilee of Queen Victoria in 1887, and depicts the queen with a small crown.The gold sovereign is one of Britain’s most famous coins, the first of which was minted in 1489 by King Henry VII, and due to its long history is considered by many as the flagship coin of The Royal Mint.These coins are mixed years between 1887-1893 and may carry different mint marks. Please note; when ordering quantities of this coin we cannot guarantee that all coins will be different dates/mint marks. We will do our best to send as many different dates/mint marks, but this may not always be possible. We cannot guarantee which of these dates you will receive.","Code

auco12245                


Metal


                            Gold
                        



Product Type

Coin                


Weight

7.98                


Country

United Kingdom                


Manufacturer

The Royal Mint                            




Fine Content

7.32                


Condition

Used                


Fineness

916.7                


Finish

Bullion                


Diameter

22.05mm                


Thickness

1.52mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco12245/png-auco12245_1_2/preowned-victoria-jubilee-head-full-sovereign-gold-coin--mixed-dates.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco12245/png-auco12245_1_2/preowned-victoria-jubilee-head-full-sovereign-gold-coin--mixed-dates.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
45,simple,pre-owned-king-charles-iii-britannia-1oz-gold-coin,Pre-Owned King Charles III Britannia 1oz Gold Coin - Mixed Dates,1,0,visible,"The King Charles III Britannia 1oz Gold Coin features the image of Britannia holding a trident and shield. Her image has symbolised Britain’s strength and integrity on coinage since Roman times.The coin's obverse depicts a portrait of King Charles III and the monetary denomination of £100.Contains 1 troy ounce of 999.9 fine gold.Manufactured by The Royal Mint in Llantrisant, South Wales.Struck to a bullion finish.VAT free and Capital Gains Tax exempt.Dimensions: Diameter: 32.69mm.Other Information Britannia Gold coins are British bullion coins issued by the Royal Mint since 1987. Only the Royal Mint has the trademark to produce genuine Britannia coins. Britannia is the feminine personification of Britain, she is renowned for her beauty and over time, has become an enduring icon that has been used in the UK for 2,000 years.Up until 2012 Gold Britannia coins were produced in 22ct (0.9167), the non-gold component being copper until 1989 and silver from 1990. As of 2013, Britannia gold coins have been produced in Fine Gold. The first year-date to depict King Charles III on the Britannia was 2023.Pre-owned mixed date coins are selected from those currently available in stock and so we cannot specify which date/s you will receive. This coin fits the 33mm coin capsule as featured below.","Code

auco22677                


Metal


                            Gold
                        



Product Type

Coin                


Weight

31.10                


Country

United Kingdom                


Manufacturer

The Royal Mint                            




Fine Content

31.10                


Condition

Used                


Fineness

999.9                


Finish

Bullion                


Face Value

£100                


Diameter

32.69mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco22677/png-auco22677_2_1/preowned-king-charles-iii-britannia-1oz-gold-coin--mixed-dates.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco22677/png-auco22677_2_1/preowned-king-charles-iii-britannia-1oz-gold-coin--mixed-dates.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
46,simple,pre-owned-2023-uk-coronation-full-sovereign-brilliant-uncirculated-gold-coin-struck-on-the-day,Pre-Owned 2023 UK Coronation Full Sovereign Brilliant Uncirculated Gold Coin - Struck on the Day,1,0,visible,"This Pre-Owned 2023 UK Coronation Full Sovereign Brilliant Uncirculated Gold Coin was struck on 6th May 2023, the day of King Charles III's coronation.The obverse of the coin features the official crowned coinage portrait of His Majesty The King, designed by British sculptor Martin Jennings.The reverse of the coin bears Benedetto Pistrucci's famous St George and the Dragon design, as featured on the first modern sovereigns in 1817.Weighs 7.98g and is struck in 22ct gold.Manufactured by The Royal Mint.Struck to a brilliant uncirculated finish.First official crowned coinage portrait of King Charles III.VAT free and Capital Gains Tax exempt.Dimensions: Diameter: 22.05mm. Thickness: 1.52mm.Supplied in original presentation box with certificate of authenticity.Limited mintage of 1,250.Other InformationThe gold sovereign is one of Britain's most famous coins, and the first of which was minted in 1489 at the behest of King Henry VII. The modern Sovereign featuring Benedetto Pistrucci's 'St George and the Dragon' reverse design was first struck in 1817. Due to its long history, the UK Sovereign coin is the flagship coin of The Royal Mint. A triumph of numismatic art, many consider The Sovereign the ‘chief coin of the world’.","Code

auco24798                


Metal


                            Gold
                        



Product Type

Coin                


Weight

7.98                


Country

United Kingdom                


Manufacturer

The Royal Mint                            




Year

2023                


Mintage

1250                


Fine Content

7.32                


Condition

Used                


Fineness

916.7                


Finish

Brilliant Uncirculated                


Face Value

£1                


Diameter

22.05mm                


Thickness

1.52mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco24798/png-auco24798_1/preowned-2023-uk-coronation-full-sovereign-brilliant-uncirculated-gold-coin--struck-on-the-day.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco24798/png-auco24798_1/preowned-2023-uk-coronation-full-sovereign-brilliant-uncirculated-gold-coin--struck-on-the-day.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
47,simple,pre-owned-2022-uk-memorial-full-sovereign-gold-coin,Pre-Owned 2022 UK Memorial Full Sovereign Gold Coin,1,0,visible,"This Pre-Owned 2022 UK Memorial Full Sovereign Gold Bullion Coin features a special memorial design to celebrate the life of Queen Elizabeth II, designed by Jody Clarke.The obverse of the coin bears the first portrait of King Charles III, designed by sculptor Martin Jennings.Weighs 7.98g and is struck in 22ct gold, equalling 7.32g of Fine Gold Content.Minted by The Royal Mint in Llantrisant, South Wales.Struck to a bullion finish.First portrait of King Charles III.VAT Free and Capital Gains Tax exempt.Dimensions: Diameter: 22.05mm Thickness: 1.52mm.Other Information:This was the first bullion sovereign to feature His Majesty King Charles III.The gold sovereign is one of Britain's most famous coins, the first of which was minted in 1489 by King Henry VII. The modern Sovereign featuring Benedetto Pistrucci's 'St George & the Dragon' reverse design was first struck in 1817. Due to its long history, the UK Sovereign coin is considered by many as the flagship coin of The Royal Mint.","Code

auco23476                


Metal


                            Gold
                        



Product Type

Coin                


Weight

7.98                


Country

United Kingdom                


Manufacturer

The Royal Mint                            




Year

2022                


Fine Content

7.32                


Condition

Used                


Fineness

916.7                


Finish

Bullion                


Face Value

£1                


Diameter

22.05mm                


Thickness

1.52mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco23476/png-auco22470_1/preowned-2022-uk-memorial-full-sovereign-gold-coin.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco23476/png-auco22470_1/preowned-2022-uk-memorial-full-sovereign-gold-coin.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
48,simple,pre-owned-2012-uk-full-sovereign-gold-coin,Pre-Owned 2012 UK Full Sovereign Gold Coin,1,0,visible,"The Pre-Owned 2012 UK Full Gold Sovereign features an alternative George & the Dragon design created for this year only, to celebrate Queen Elizabeth II's Diamond Jubilee. Designed by Paul Day, the stylised design shows St George on horseback, his sword in hand, slaying the dragon. The year of the coin also features.The obverse of the coin bears the fourth portrait of Queen Elizabeth II by Ian Rank-Broadley.Weighs 7.98g and is struck in 22ct gold, equalling 7.32g of Fine Gold Content.Minted by The Royal Mint, UK.Bullion finish coin.VAT free and Capital Gains Tax exempt.Dimensions: Diameter: 22.05mm Thickness: 1.52mm.Other Information:These special coins were limited to a mintage of only 750,000.The gold sovereign is one of Britain’s most famous coins, the first of which was minted in 1489 by King Henry VII. Due to its long history, the Sovereign coin is considered by many as the flagship coin of The Royal Mint.The photographs show the type of coin you will receive, not the exact item.","Code

auco2497                


Metal


                            Gold
                        



Product Type

Coin                


Weight

7.98                


Country

United Kingdom                


Manufacturer

The Royal Mint                            




Year

2012                


Fine Content

7.32                


Condition

Used                


Fineness

916.7                


Finish

Bullion                


Face Value

£1                


Diameter

22.05mm                


Thickness

1.52mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco2497/png-auco2497_1/preowned-2012-uk-full-sovereign-gold-coin.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco2497/png-auco2497_1/preowned-2012-uk-full-sovereign-gold-coin.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
49,simple,pre-owned-2019-uk-full-sovereign-brilliant-uncirculated-gold-coin,Pre-Owned 2019 UK Full Sovereign Brilliant Uncirculated Gold Coin,1,0,visible,"This Pre-Owned 2019 Full Sovereign Brilliant Uncirculated Gold Coin features Benedetto Pistrucci's famous St George and the Dragon design, as featured on the first sovereign struck in 1817.The obverse side of the coin bears the fifth portrait of Queen Elizabeth II, designed by artist Jody Clark.Weighs 7.98g and is struck in 22ct gold.Manufactured by The Royal Mint in Llantrisant, South Wales.Struck to a brilliant uncirculated finish.VAT free and Capital Gains Tax exempt.Dimensions: Diameter: 22.05mm Thickness: 1.52mm.Supplied in original presentation box with certificate of authenticity.Other InformationThe gold sovereign is one of Britain's most famous coins, the first of which was minted in 1489 during the reign of King Henry VII. The modern Sovereign featuring Benedetto Pistrucci's 'St George and the Dragon' reverse design was first struck in 1817. Due to its long history, the UK Sovereign coin is considered by many to be the flagship coin of The Royal Mint.","Code

auco24552                


Metal


                            Gold
                        



Product Type

Coin                


Weight

7.98                


Country

United Kingdom                


Manufacturer

The Royal Mint                            




Year

2019                


Mintage

20000                


Fine Content

7.32                


Condition

Used                


Fineness

916.7                


Finish

Brilliant Uncirculated                


Face Value

£1                


Diameter

22.05mm                


Thickness

1.52mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco24552/png-auco24552_1/preowned-2019-uk-full-sovereign-brilliant-uncirculated-gold-coin.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco24552/png-auco24552_1/preowned-2019-uk-full-sovereign-brilliant-uncirculated-gold-coin.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
50,simple,pre-owned-2012-uk-carded-full-sovereign-gold-coin,Pre-Owned 2012 UK Carded Full Sovereign Gold Coin,1,0,visible,"The Pre-Owned 2012 Carded UK Full Gold Sovereign features an alternative George & the Dragon design for this year only, in celebration of Queen Elizabeth II's Diamond Jubilee. The year of the coin also features.The obverse of the coin depicts Queen Elizabeth II.Weighs 7.98g and is 916.7 22ct Gold.Minted by The Royal Mint in the UK.VAT free and Capital Gains Tax exempt.Dimensions: Diameter: 22.05mm, Thickness: 1.52mm.Bullion Finish.Supplied in a plastic capsule and commemorative presentation card.Other Information:Modern British sovereigns have been struck both at the Royal Mint and at branch mints since 1817. The first mint outside of the UK to strike sovereigns was Sydney. The Melbourne Mint followed in 1872, then the Perth Mint in 1899 the Canadian Mint in 1908 the Bombay mint in in 1918, and the South African Mint in 1923.The gold sovereign is one of Britain’s most famous coins, the first of which was minted in 1489 by King Henry VII, due to its long history it is considered by many as the flagship coin of the Royal Mint.The photographs show the type of coin you will receive, not the exact item.","Code

auco7560                


Metal


                            Gold
                        



Product Type

Coin                


Weight

7.98                


Country

United Kingdom                


Manufacturer

The Royal Mint                            




Year

2012                


Fine Content

7.32                


Condition

Used                


Fineness

916.7                


Finish

Bullion                


Diameter

22.05mm                


Thickness

1.52mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco7560/png-auco7560/preowned-2012-uk-carded-full-sovereign-gold-coin.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco7560/png-auco7560/preowned-2012-uk-carded-full-sovereign-gold-coin.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
